entity_type,alias,canonical,freq
技术问题,对非平稳eeg信号的适配性,对非平稳eeg信号的适配性,1
技术问题,对非目标区域的间接刺激,刺激患者组织的区域至少部分地不同于在调节之前刺激的区域,1
技术问题,对齐、布线和保持引线装置的内部导线,对齐、布线和保持引线装置的内部导线,1
技术问题,导出治疗参数,导出治疗参数,1
技术问题,导电介质容纳不便,导电介质容纳不便,1
技术问题,导电膏大量残留,湿电极使用过程繁琐,1
技术问题,导线偏移确定,导线偏移确定,1
技术问题,封闭孤立环境下多人协作训练效果评估困难,封闭孤立环境下多人协作训练效果评估困难,1
技术问题,将eeg信号与物理事件和行为事件同步,eeg信号同步,1
技术问题,将eeg数据与头部的解剖图像或功能图像相关联,将eeg数据与头部的解剖图像或功能图像相关联,1
技术问题,将从个体获取的信号与所创建的知识库进行比较,将从个体获取的信号与所创建的知识库进行比较,1
技术问题,将任何数字eeg设备转换成能够记录诱发电位的设备,将任何数字eeg设备转换成能够记录诱发电位的设备,1
技术问题,将传感器定位邻近用户的头部,将传感器定位邻近用户的头部,1
技术问题,将使用第一模态和第二模态收集的神经响应数据转换为广告或娱乐的有效性的度量,将使用第一模态和第二模态收集的神经响应数据转换为广告或娱乐的有效性的度量,1
技术问题,将信号引导和聚焦到大脑以用于神经调节,信号引导和聚焦,2
技术问题,将信号引导和聚焦到脑以用于神经调节,引导和聚焦脑信号,1
技术问题,将元件保持在适当位置,将元件保持在适当位置,1
技术问题,将刺激参数保持在最优值,将刺激参数保持在最优值,1
技术问题,将刺激引线放置到优选引线位置,将刺激引线放置到优选引线位置,1
技术问题,将功率分配给设备,将功率分配给设备,1
技术问题,将受试者的当前神经状态修改为期望神经状态,调节大脑活动,1
技术问题,将各种物理和电磁生物反馈体验整合到日常生活中,将各种物理和电磁生物反馈体验整合到日常生活中,1
技术问题,将多个电极定位在与患者的头皮接触的预定区域中,将多个电极定位在与患者的头皮接触的预定区域中,1
技术问题,将多导体引线电连接到可植入医疗装置,将多导体引线电连接到可植入医疗装置,2
技术问题,将多模态信号应用在神经反馈调节中,将多模态信号应用在神经反馈调节中,2
技术问题,将大脑与机器接口,脑机接口,1
技术问题,将大脑状态连续解码为免持装置中多自由度控制信号,解码神经信号以控制设备,1
技术问题,将导电凝胶施加到使用者的头部,将导电凝胶施加到使用者的头部,1
技术问题,将带状电极和细长导体与螺旋构造分开,电极组件,1
技术问题,将引线应用于医疗应用,将引线应用于医疗应用,1
技术问题,将患者与治疗实体匹配,匹配患者与治疗实体,1
技术问题,将情绪响应与脑成像数据相关联,将情绪响应与脑成像数据相关联,1
技术问题,将情绪应用于目标场景,将情绪应用于目标场景,2
技术问题,将所有重要的射频产生设备移出mri室,将所有重要的射频产生设备移出mri室,1
技术问题,将柔性电极固定到周围神经束周围的肌肉,将柔性电极固定到周围神经束周围的肌肉,1
技术问题,将植入脑内的电极引线连接到可植入装置,将植入脑内的电极引线连接到可植入装置,1
技术问题,将模拟神经电压转换为数字信号,将模拟神经电压转换为数字信号,3
技术问题,将生物电信号采集模块加入到传统的虚拟现实设备中,将生物电信号采集模块加入到传统的虚拟现实设备中,1
技术问题,将用户认证到一个或多个物理或数字位置,用户认证,1
技术问题,将电信号传送到患者的大脑、从患者的大脑传送电信号或将电信号两者传送到患者的大脑和从患者的大脑传送电信号,将电信号传送到患者的大脑、从患者的大脑传送电信号或将电信号两者传送到患者的大脑和从患者的大脑传送电信号,1
技术问题,将电刺激和/或记录脑电信号配置配合受测者头部,电极配置,1
技术问题,将电刺激施加到脊髓,将电刺激施加到脊髓,1
技术问题,将电刺激的幅度编程到大于或等于最小感知阈值和小于或等于最大可耐受感知阈值的期望水平,感知量均衡,2
技术问题,将电力分配给这些设备,将电力分配给这些设备,1
技术问题,将电极相对于目标刺激部位定位在不同的位置和取向,将电极相对于目标刺激部位定位在不同的位置和取向,1
技术问题,将电极阵列插入耳蜗并施加组织刺激,电极阵列插入耳蜗,1
技术问题,将电流脉冲传送到患者的脑,将电流脉冲传送到患者的脑,1
技术问题,将神经信号与对象可靠地相关联,神经信号与对象关联,1
技术问题,将神经信号与引起该信号的对象相关联,将神经信号与引起该信号的对象相关联,1
技术问题,将神经信号叠加在脑图像上用于神经外科手术期间显示,将神经信号叠加在脑图像上用于神经外科手术期间显示,2
技术问题,将神经信号可靠地与对象相关联,可靠地将神经信号与引起该神经信号的用户关注对象相关联,3
技术问题,将神经刺激导线植入患者体内,将神经刺激导线植入患者体内,2
技术问题,将神经刺激引线锚固在骨结构上,将神经刺激引线锚固在骨结构上,1
技术问题,将神经电测量与诊断内容呈现同步,将神经电测量与诊断内容呈现同步,1
技术问题,将第一电极刺激信号直接路由到多个电极信号通道,将第一电极刺激信号直接路由到多个电极信号通道,1
技术问题,将第一电极刺激信号直接路由到多个电极信号通道中的一个或多个的不同的第一连续组,将第一电极刺激信号直接路由到多个电极信号通道,1
技术问题,将组合信号多路分解成原始电-神经信号的离散数字表示,将组合信号多路分解成原始电-神经信号的离散数字表示,1
技术问题,将细胞移植到脑中,将细胞移植到脑中,1
技术问题,将经颅刺激递送到大脑的指定区域,将经颅刺激递送到大脑的指定区域,1
技术问题,将脑刺激的开始时间锁定到自然发生的脑活动节律振荡的相位,将脑刺激的开始时间锁定到自然发生的脑活动节律振荡的相位,1
技术问题,将脑电图信号提取到外部,脑电图信号提取,1
技术问题,将脑电图响应转换为当前心理状态的有意义指标,实时脑电图响应,1
技术问题,将请求的刺激数据转换为修改后的刺激,将请求的刺激数据转换为修改后的刺激,1
技术问题,将运动员保持在最佳功能区域(izof)中,将运动员保持在最佳功能区域(izof)中,1
技术问题,将颅骨内部产生的能量传递到颅骨外部以及反之亦然,将颅骨内部产生的能量传递到颅骨外部以及反之亦然,1
技术问题,将高度专业化的组的特征/响应共性减少为模板,将高度专业化的组的特征/响应共性减少为模板,1
技术问题,将高维信息编码到图像中,将高维信息编码到图像中,1
技术问题,小样本条件下泛化能力差,泛化能力不足,1
技术问题,小的物理轮廓,小的物理轮廓,1
技术问题,局部皮肤水合作用,电极缺陷,1
技术问题,屏蔽不佳,屏蔽不佳,1
技术问题,屏蔽集成控制电路的机械应力,屏蔽集成控制电路的机械应力,1
技术问题,工艺复杂,降低工艺复杂度,1
技术问题,差值较小时,同步指数差值,1
技术问题,希望的植入物该主体内的位置,确定植入位置,1
技术问题,帕金森病,帕金森病,1
技术问题,帕金森病症状,帕金森病症状,2
技术问题,帕金森等神经系统疾病电刺激疗法,帕金森等神经系统疾病电刺激疗法,1
技术问题,带来一种全新的人机交互方式,带来一种全新的人机交互方式,1
技术问题,帮助从中风或人类功能的其他限制中恢复,帮助从中风或人类功能的其他限制中恢复,1
技术问题,"帮助使用者产生压力,焦虑,疲劳,情绪,创造性以及精神集中和灵敏性",精神集中和敏锐度,1
技术问题,帮助创建目标外科手术计划,帮助创建目标外科手术计划,1
技术问题,帮助受训者保持理想的警觉心理状态,帮助受训者保持理想的警觉心理状态,1
技术问题,帮助受试者产生与受试者期望意图一致的大脑活动,帮助受试者产生与受试者期望意图一致的大脑活动,1
技术问题,帮助改善心理健康,帮助改善心理健康,1
技术问题,帮助用户体验虚拟环境中对象的属性,帮助用户体验虚拟环境中对象的属性,3
技术问题,帮助用户进行训练康复,帮助用户进行训练康复,1
技术问题,常规电极在高磁场中使用受限,常规电极在高磁场中使用受限,1
技术问题,常规脑电干电极接触电阻大,常规脑电干电极接触电阻大,1
技术问题,常规通用空间模式(csp)对噪声敏感,脑电信号易受噪声影响,1
技术问题,帽的尺寸不适应不同用户头部,帽的尺寸不适应不同用户头部,1
技术问题,干式eeg电极未被按压时探针与保护突起的高度关系,探针与保护突起关系,1
技术问题,干式电极接触不良导致信号质量差,干式电极接触不良导致信号质量差,1
技术问题,干式电极用于感测生物信号,干式电极用于感测生物信号,1
技术问题,干扰性布线,干扰性布线,3
技术问题,干扰正常的脑、感觉、运动和认知过程,干扰正常的脑、感觉、运动和认知过程,1
技术问题,干电极与头皮接触不良,干电极与头皮接触不良,1
技术问题,干电极与头皮接触情况未知而造成信号不完整,电极接触不良,1
技术问题,干电极与头皮的充分接触,干电极与头皮的充分接触,1
技术问题,干电极与头骨凸出或凹陷位置接触不良,干电极与头皮接触不良,1
技术问题,干电极与皮肤接触,干电极与皮肤接触,1
技术问题,干电极与皮肤接触面积小,干电极与皮肤接触面积小,1
技术问题,干电极在高精度及长时间脑电监测领域的应用可靠性,干电极表面清理不便,1
技术问题,干电极接触不良,干电极接触不良,2
技术问题,干电极有效长度无法调节,干电极有效长度无法调节,1
技术问题,干电极稳定性差,干电极稳定性差,1
技术问题,干电极表面清理不便,干电极表面清理不便,1
技术问题,平坦的阵列必然会施加不均匀的压力,平坦的阵列必然会施加不均匀的压力,2
技术问题,平坦阵列施加不均匀压力,电极压力问题,2
技术问题,平衡患者的副交感神经和交感神经系统活动,平衡患者的副交感神经和交感神经系统活动,1
技术问题,并不能满足用户的体验,并不能满足用户的体验,1
技术问题,并发感染及脑脊液漏,并发感染及脑脊液漏,1
技术问题,幻肢功能区域识别,幻肢功能区域识别,1
技术问题,幻肢疼痛,幻肢疼痛,2
技术问题,幻肢痛,幻肢痛,1
技术问题,幻肢运动模式选择,幻肢运动模式选择,1
技术问题,广告优化设计,广告优化设计,1
技术问题,广告位置选择,广告位置选择,1
技术问题,广告吸引力评估,评估广告吸引力,1
技术问题,广告对消费者注意力及吸引力的影响分析,广告对消费者注意力及吸引力的影响分析,1
技术问题,广告投放检测,广告投放检测,2
技术问题,广告推送产生视觉或听觉干扰,广告推送产生视觉或听觉干扰,1
技术问题,广告数据与虚拟环境数据的匹配度计算,匹配度计算,1
技术问题,广告设计质量评估,评估广告设计质量,1
技术问题,应不熟练地操作,应不熟练地操作,1
技术问题,应可消毒、节约资源和廉价,应可消毒、节约资源和廉价,1
技术问题,应用场景受限,应用场景受限,1
技术问题,康复治疗所需时间较长,康复治疗所需时间较长,1
技术问题,康复训练,康复训练,1
技术问题,康复训练场馆运动安全监控的问题,康复训练场馆运动安全监控的问题,3
技术问题,康复训练效果不佳,康复训练效果不佳,2
技术问题,康复锻炼中患者浓度水平无法定量测量,康复锻炼中患者浓度水平无法定量测量,1
技术问题,延长使用以增强有效性,维持和调整治疗,1
技术问题,延长电池寿命,节省电池,1
技术问题,延长脑深部电刺激器的使用寿命,降低脑深部电刺激器的功耗,1
技术问题,建模脑区与局部视觉子特征对应关系,建模脑区与局部视觉子特征对应关系,1
技术问题,建立、调整和/或调制神经刺激参数,建立、调整和/或调制神经刺激参数,1
技术问题,建立具有神经状况的患者的临床诊断和监测,建立具有神经状况的患者的临床诊断和监测,1
技术问题,建立无线连接传输神经活动信号记录,建立无线连接传输神经活动信号记录,1
技术问题,建立更健康的情绪管理模式,提高心理韧性,1
技术问题,建立用于神经刺激的参数,刺激参数优化,2
技术问题,建立神经信号通路,建立神经信号通路,1
技术问题,建立脑区域间通信,建立脑区域间通信,1
技术问题,建立脑电信号与图像之间的映射关系,脑电与图像映射,1
技术问题,建立训练目标,建立训练目标,1
技术问题,建立预期类型的刺激场分布和/或监测配置,建立预期类型的刺激场分布和/或监测配置,1
技术问题,开放的三维拓扑结构,开放的三维拓扑结构,1
技术问题,异常信号定位精度低,异常信号检测,1
技术问题,异常信号检测,异常信号检测,1
技术问题,异常脑活性,异常脑活性,1
技术问题,异常通信连接,异常通信连接,2
技术问题,异常障碍物避障,异常障碍物避障,1
技术问题,异步脑机接口,异步脑机接口,1
技术问题,引入和固定在患者硬膜外空间中的可植入神经刺激器引线,引入和固定在患者硬膜外空间中的可植入神经刺激器引线,1
技术问题,引发生物电反应,引发生物电反应,1
技术问题,引导和会聚来自脑或其它能量感测信号进行测量、热转印和/或成像,引导和会聚来自脑或其它能量感测信号进行测量、热转印和/或成像,1
技术问题,引导和聚焦来自大脑的信号或其他能量以用于测量、热传递和成像,信号引导和聚焦,2
技术问题,"引导和聚焦来自脑的信号或其它能量以用于测量,传热和成像",引导和聚焦脑信号,1
技术问题,引导和聚焦脑信号,引导和聚焦脑信号,1
技术问题,引导消费者到该产品,引导消费者到该产品,1
技术问题,引导脑电图电极布置,引导脑电图电极布置,1
技术问题,引线和螺旋电极之间的接触点可能发生的损坏,优化电极配置,1
技术问题,引线数量多导致线路复杂性和成本高,引线数量多导致线路复杂性和成本高,2
技术问题,引线更容易植入,引线更容易植入,1
技术问题,引线装置的内部导线对准、布线和保持,引线装置的内部导线对准、布线和保持,1
技术问题,强化刺激效果,刺激效果,2
技术问题,当前频率与目标频率之间的差大于预定量,当前频率与目标频率之间的差大于预定量,1
技术问题,"当注意力集中在视觉刺激上时,相关性更强","当注意力集中在视觉刺激上时,相关性更强",2
技术问题,当注意力集中在视觉刺激上时相关性更强,注意力集中程度测量,1
技术问题,"当电极探针和基板组装时,探针部分无需穿过基板上的孔,避免探针受损",避免探针受损,1
技术问题,形成孔形成在颅骨,颅骨穿孔,1
技术问题,形成群体用户数据阵列,群体数据处理,1
技术问题,形成闭环控制,形成闭环控制,1
技术问题,影响在没有刺激过程的连续或基本上连续的基础上存在的神经病症,影响连续存在的神经病症,1
技术问题,影响大脑的相对大和/或相对远的区域,影响大脑的相对大和/或相对远的区域,1
技术问题,影响患者的目标神经群体,调节神经活动,2
技术问题,影响深层边缘区域激活,影响深层边缘区域激活,2
技术问题,影响用户的心理状态,心理状态调节,1
技术问题,影响神经功能,神经功能恢复或增强,1
技术问题,影响神经功能和/或治疗神经功能障碍,影响神经功能和/或治疗神经功能障碍,1
技术问题,影响神经网络功能,影响神经网络功能,1
技术问题,影响神经调节,影响神经调节,1
技术问题,影响连续存在的神经病症,影响连续存在的神经病症,1
技术问题,待测对象个体差异大导致预测可靠性差,待测对象个体差异大导致预测可靠性差,1
技术问题,待预测个体需经过繁琐的校准程序,待预测个体需经过繁琐的校准程序,1
技术问题,得出准确的研究结果,得出准确的研究结果,1
技术问题,微创,微创,2
技术问题,微创平台系统,微创平台系统,1
技术问题,微创平台系统需求,微创平台系统需求,1
技术问题,微创技术用于脑内电活动的精确空间和时间定位以及脑组织的精确电刺激,微创技术用于脑内电活动的精确空间和时间定位以及脑组织的精确电刺激,1
技术问题,微创植入,微创植入,4
技术问题,心理唤醒水平调节,心理唤醒水平调节,1
技术问题,心理性疼痛,心理性疼痛,1
技术问题,心理治疗或自我专注评估,心理治疗或自我专注评估,1
技术问题,心理状态分析,心理状态分析,1
技术问题,心理状态调节,心理状态调节,1
技术问题,心理行为属性识别,心理行为属性识别,1
技术问题,快速、高效、优化调度,快速、高效、优化调度,1
技术问题,快速为特定用户定制虚拟对象,快速为特定用户定制虚拟对象,2
技术问题,快速准确定位头皮脑电图每个电极的安放位置,快速准确定位头皮脑电图电极安放位置,2
技术问题,快速准确定位头皮脑电图电极安放位置,快速准确定位头皮脑电图电极安放位置,1
技术问题,快速定制特定用户的虚拟对象,快速为特定用户定制虚拟对象,2
技术问题,快速定制虚拟对象以适应特定用户,虚拟对象交互,1
技术问题,快速序列视觉呈现脑电图信号分类准确率低,快速序列视觉呈现脑电图信号分类准确率低,1
技术问题,快速放置,方便快捷,1
技术问题,快速有效地映射每个发射元件的精确物理位置,快速有效地映射每个发射元件的精确物理位置,3
技术问题,快速解码大脑活动,快速解码大脑活动,1
技术问题,快速解码脑活动,快速解码脑活动,1
技术问题,快速识别神经目标的位置,神经目标定位,2
技术问题,快速识别神经靶标的位置,快速识别神经靶标的位置,1
技术问题,忽略不同脑区之间的相关性和空间特征,忽略不同脑区之间的相关性和空间特征,1
技术问题,恒河猴眼动决策解码,恒河猴眼动决策解码,2
技术问题,恢复功能和运动范围,功能恢复,1
技术问题,恢复受损嗅觉和味觉功能,早期识别认知障碍,1
技术问题,恢复失去的神经功能,恢复失去的神经功能,1
技术问题,恢复患者上肢和/或下肢运动功能,恢复患者上肢和/或下肢运动功能,1
技术问题,恢复或修复脑功能,治疗脑损伤,4
技术问题,恢复或修复脑功能(如感觉、身体活动、听觉、视觉或运动活动),恢复或修复脑功能(如感觉、身体活动、听觉、视觉或运动活动),1
技术问题,恢复或改善受试者神经系统功能,恢复或改善受试者神经系统功能,2
技术问题,恢复手部运动轨迹,恢复手部运动轨迹,1
技术问题,恢复最小意识状态患者的康复训练,恢复最小意识状态患者的康复训练,1
技术问题,恢复神经功能,恢复神经功能,1
技术问题,"恢复神经功能,例如控制肢体",恢复神经功能,1
技术问题,恢复脊髓损伤(sci)和/或其他神经系统疾病患者上肢和/或下肢运动功能,恢复脊髓损伤(sci)和/或其他神经系统疾病患者上肢和/或下肢运动功能,1
技术问题,恢复认知功能,恢复认知功能,2
技术问题,恢复运动功能,恢复运动功能,1
技术问题,患有医疗状况的受试者,患有医疗状况的受试者,1
技术问题,患者不适,患者不适,2
技术问题,患者活动受限,患者活动受限,1
技术问题,患者浓度降低时无法及时反馈,患者浓度降低时无法及时反馈,1
技术问题,患者神经功能改变,患者神经功能改变,1
技术问题,患者舒适性,患者舒适性,1
技术问题,患者通过大脑内生物信号检测到的意志输入来控制治疗的递送,患者通过意志输入控制治疗递送,1
技术问题,患者通过大脑内的生物信号检测到的意志输入来控制治疗的递送,患者通过意志输入控制治疗递送,1
技术问题,患者通过意志输入控制治疗递送,患者通过意志输入控制治疗递送,1
技术问题,患者需要与设备交互,患者需要与设备交互,1
技术问题,情感分析,情感分析,1
技术问题,情感分析精度低,情感分析,1
技术问题,情感分析维度单一,情感分析,1
技术问题,情感影响,情感影响,1
技术问题,情感状态精准识别,情绪识别,1
技术问题,情感识别,情感识别,1
技术问题,情感识别准确率不足,情感识别,1
技术问题,情绪,情绪,1
技术问题,情绪刺激材料选择单一化,情绪刺激材料选择单一化,1
技术问题,情绪影响认知的脑机制不明确,情绪影响认知的脑机制不明确,1
技术问题,情绪效价影响认知的脑机制不明确,情绪影响认知的脑机制不明确,1
技术问题,情绪检测,情绪识别,1
技术问题,情绪波动引发运动协调障碍,情绪波动引发运动协调障碍,1
技术问题,情绪测量主观化,情绪测量主观化,1
技术问题,情绪状态监测,情绪状态监测,1
技术问题,情绪监测,情绪监测,1
技术问题,情绪识别,情绪识别,1
技术问题,情绪识别准确性不足,情绪识别准确性不足,1
技术问题,情绪识别实用性不足,情绪识别率低,1
技术问题,情绪识别泛化能力不足,识别用户的情绪变化,1
技术问题,情绪识别率低,情绪识别率低,1
技术问题,情绪识别的准确性,情绪识别的准确性,1
技术问题,情绪识别精确度低,情绪识别精确度低,1
技术问题,情绪调节,情绪调节,1
技术问题,情绪调节训练,情绪调节训练,1
技术问题,情绪障碍检测,情绪障碍检测,1
技术问题,意图动态判别,意图动态判别,2
技术问题,意志输入可能不需要与其他设备交互,意志输入可能不需要与其他设备交互,1
技术问题,意识障碍患者交流困难,意识障碍患者交流困难,1
技术问题,意识障碍患者脑功能评估准确性不足,意识障碍患者脑功能评估准确性不足,1
技术问题,感官物质分类,感官物质分类,1
技术问题,感测信号的局部放大和多路复用,感测信号的局部放大和多路复用,1
技术问题,感测信号窗口对诱发神经反应的截断,感测信号窗口对诱发神经反应的截断,1
技术问题,感测哺乳动物大脑的电信号并电刺激大脑的一个或多个区域,脑信号感测,3
技术问题,感测大脑的一个或多个状态的一个或多个特征参数,感测大脑的一个或多个状态的一个或多个特征参数,1
技术问题,感测生理信号,感测生理信号,1
技术问题,感测脑信号,感测脑信号,1
技术问题,感测脑的一个或多个状态的一个或多个特征参数,感测脑信号,1
技术问题,感知和分析认知脑信号,感知和分析认知脑信号,1
技术问题,感知量均衡,感知量均衡,1
技术问题,慢性伤害性疼痛,慢性伤害性疼痛,1
技术问题,慢性植入,慢性植入,1
技术问题,慢性疼痛,慢性疼痛,2
技术问题,慢性疼痛治疗,慢性疼痛治疗,1
技术问题,慢性疼痛综合征,慢性疼痛综合征,1
技术问题,慢性自适应脑刺激,慢性自适应脑刺激,1
技术问题,成品率低,成品率低,1
技术问题,成对训练中无法同时提供训练和神经刺激,成对训练中无法同时提供训练和神经刺激,1
技术问题,成本低,成本低,1
技术问题,成本低廉,成本低廉,1
技术问题,成本更低,成本降低,2
技术问题,成本较高,成本较高,1
技术问题,成本降低,成本降低,1
技术问题,截瘫患者凭借自主运动意识驱动下肢步行,截瘫患者无法凭借自主运动意识驱动下肢步行,1
技术问题,截瘫患者无法凭借自主运动意识驱动下肢步行,截瘫患者无法凭借自主运动意识驱动下肢步行,1
技术问题,截瘫患者无法自主控制下肢运动,截瘫患者无法自主控制下肢运动,1
技术问题,手功能康复训练效果不佳,手功能康复训练效果不佳,1
技术问题,手动和自动rf扫描,手动和自动rf扫描,1
技术问题,手术放置阵列的颅骨切开术可以完全闭合,颅骨植入问题,1
技术问题,手部免提设备中多自由度控制信号的连续脑状态解码,解码神经信号以控制设备,1
技术问题,手部精细化程序性记忆快速编码困难,手部精细化程序性记忆快速编码困难,1
技术问题,手部精细化程序性记忆的快速编码,手部精细化程序性记忆快速编码困难,1
技术问题,打通五大单模态的情绪识别,打通五大单模态的情绪识别,1
技术问题,打造实时变化的沉浸式交互环境,沉浸式交互环境,1
技术问题,托管对密集脑电图数据的移动访问,托管对密集脑电图数据的移动访问,2
技术问题,托管对高分辨率脑电图数据的移动访问,托管对高分辨率脑电图数据的移动访问,1
技术问题,托管对高分辨率脑电数据的移动访问,高分辨率脑电数据移动访问,1
技术问题,执行一操作该装置的对应到该项目,执行一操作该装置的对应到该项目,1
技术问题,执行医学或其它诊断过程,医学诊断,1
技术问题,执行活体大脑皮层脑活动信息获取等的新技术,执行活体大脑皮层脑活动信息获取等的新技术,1
技术问题,扩展bci的应用范围,扩展bci的应用范围,1
技术问题,扩展用于管理患者康复的手段的武器库,扩展用于管理患者康复的手段的武器库,1
技术问题,找到潜在的脑电图信号模式,找到潜在的脑电图信号模式,1
技术问题,把不同功能的电极集成到一个芯片上,把不同功能的电极集成到一个芯片上,1
技术问题,抑制psychophysical侧的作用,疼痛阻断,1
技术问题,抑制头部运动导致的信号漂移,抑制头部运动导致的信号漂移,1
技术问题,抑制心理物理副作用,降低功耗,7
技术问题,抑制或增强神经元和肌纤维之间的神经元-突触传递或肌肉-突触传递,抑制或增强神经元和肌纤维之间的神经元-突触传递或肌肉-突触传递,1
技术问题,抑制波动在听觉从变化事件相关的潜在来源在唤醒,抑制波动在听觉从变化事件相关的潜在来源在唤醒,1
技术问题,抑制由恒定神经刺激引起的神经组织损伤和降低的治疗效果,抑制由恒定神经刺激引起的神经组织损伤和降低的治疗效果,1
技术问题,抑制由清醒度的变化引起的听觉事件相关电位的变动,抑制由清醒度的变化引起的听觉事件相关电位的变动,2
技术问题,抑制神经系统的器质性疼痛和其它功能紊乱,抑制神经系统的器质性疼痛和其它功能紊乱,1
技术问题,抑制运动伪迹,抑制运动伪迹,1
技术问题,抑郁,抑郁,1
技术问题,抑郁症诊断,抑郁症诊断,1
技术问题,抑郁症诊断准确性低,抑郁症诊断,1
技术问题,抗干扰能力,抗干扰能力,1
技术问题,抗弯曲,抗弯曲,1
技术问题,抗菌性,抗菌性,1
技术问题,拓宽利用头皮脑电信号重建视觉信息的范围,拓宽利用头皮脑电信号重建视觉信息的范围,2
技术问题,拓宽治疗适用性,拓宽治疗适用性,2
技术问题,拓展传统的应急救援指挥系统的指令集,拓展传统的应急救援指挥系统的指令集,1
技术问题,拓展脑机接口的应用范围,拓展脑机接口的应用范围,1
技术问题,"持续适应个体脑波模式,优化检测准确性","持续适应个体脑波模式,优化检测准确性",1
技术问题,指令误触发,误触发,2
技术问题,指导导线放置,指导导线放置,1
技术问题,指示从几个eeg电极记录的脑电信号的熵并指示在各种时间尺度上的特征,指示从几个eeg电极记录的脑电信号的熵并指示在各种时间尺度上的特征,1
技术问题,指示刺激脉冲是否正在唤起期望的生理响应,指示刺激脉冲是否正在唤起期望的生理响应,1
技术问题,指示刺激脉冲是否正在诱发期望的生理反应,指示刺激脉冲是否正在诱发期望的生理反应,1
技术问题,指示细长引线的取向,指示细长引线的取向,1
技术问题,按压时探针与保护突起齐平,探针与保护突起关系,1
技术问题,按摩时无法根据被治疗者情绪自动调整按摩设置,按摩时无法根据被治疗者情绪自动调整按摩设置,1
技术问题,按照用户的意图进行非接触操作,按照用户的意图进行非接触操作,1
技术问题,按照用户的意愿进行非接触操作,按照用户的意图进行非接触操作,1
技术问题,挖掘针对被试的个性化动作,挖掘针对被试的个性化动作,2
技术问题,捕获在目标结构中出现的任何后期反应的测量,捕获在目标结构中出现的任何后期反应的测量,1
技术问题,捕获在目标结构中出现的任何晚期反应的度量,捕获在目标结构中出现的任何晚期反应的度量,1
技术问题,捕获患者颅骨内的神经信号,神经信号采集,1
技术问题,捕获用户的视频数据,捕获用户的视频数据,2
技术问题,捕获突触强度随时间的变化,捕获突触强度随时间的变化,1
技术问题,捕获迟发性响应,捕获迟发性响应,1
技术问题,排除反复出现的标准刺激可能引起神经适应现象的干扰,排除反复出现的标准刺激可能引起神经适应现象的干扰,1
技术问题,排除导电凝胶的使用,排除导电凝胶的使用,1
技术问题,探测和放大脑电波,探测和放大脑电波,1
技术问题,探测大脑中隐藏的信息,检测大脑活动,1
技术问题,探索人对外部刺激的响应,探索人对外部刺激的响应,1
技术问题,探索和/或编程神经刺激装置,探索和/或编程神经刺激装置,1
技术问题,探索微表情与生理数据间的潜在关联性,探索微表情与生理数据间的潜在关联性,1
技术问题,探索运动想象对脑信号的调制机制,同步采集脑信号,1
技术问题,探针与保护突起关系,探针与保护突起关系,1
技术问题,探针错位或移动,探针错位或移动,1
技术问题,接地电极和参比电极定位不准确导致记录信号质量差,接地电极和参比电极定位不准确导致记录信号质量差,1
技术问题,接地电极和参考电极难以定位在电安静的位置,接地电极和参考电极难以定位在电安静的位置,1
技术问题,接收信息以提取物的特性一致或分类图案,接收信息以提取物的特性一致或分类图案,1
技术问题,接收来自神经信号源的神经信号,接收来自神经信号源的神经信号,1
技术问题,接收第一电极刺激信号,接收第一电极刺激信号,1
技术问题,接触元件在所需位置抵靠神经或神经束表面定位,接触元件在所需位置抵靠神经或神经束表面定位,1
技术问题,接触压力,接触压力,1
技术问题,接触电阻小,接触电阻小,1
技术问题,接触表面积,接触表面积,1
技术问题,接触表面积不足,接触表面积不足,2
技术问题,接触被测者的皮肤,干电极与皮肤接触,1
技术问题,接触被测者皮肤时受头发干扰,接触被测者皮肤时受头发干扰,3
技术问题,接触阻抗不佳,接触阻抗不佳,1
技术问题,接触阻抗大,接触阻抗大,1
技术问题,控制epileptiform活性,控制epileptiform活性,2
技术问题,控制其他对象的脑神经(或认知)功能,控制另一对象的颅神经(或认知)功能,1
技术问题,控制内容,艺术表现,1
技术问题,控制助听装置的设置或一组设置,控制助听装置设置,1
技术问题,控制助听装置设置,控制助听装置设置,1
技术问题,控制受试者对癫痫发作的易感性,控制受试者对癫痫发作的易感性,2
技术问题,控制另一对象的颅神经(或认知)功能,控制另一对象的颅神经(或认知)功能,1
技术问题,控制可变频带电荷-时间转换器的截止频率,控制可变频带电荷-时间转换器的截止频率,1
技术问题,控制头戴式显示器的功能,控制头戴式显示器的功能,1
技术问题,控制应用系统的功能,控制应用系统的功能,1
技术问题,控制感测和刺激,调节神经系统活性,1
技术问题,控制感觉功能,控制感觉功能,14
技术问题,控制或提供来自假体的感觉和/或本体感觉,假体感觉,1
技术问题,控制或管理用户的状态,控制感觉功能,8
技术问题,控制指令与场所关联,控制指令与场所关联,1
技术问题,控制指令检测,控制指令检测,1
技术问题,控制方法和感官测试方法基于脑电稳定状态响应,控制方法和感官测试方法基于脑电稳定状态响应,1
技术问题,控制显示器上的位置,控制显示器上的位置,1
技术问题,控制显示设备的精度水平低,控制显示设备的精度水平低,1
技术问题,控制模块底面不会对直接位于孔底部的脑组织上方的硬脑膜施加压力,控制模块底面不会对直接位于孔底部的脑组织上方的硬脑膜施加压力,1
